id,stc,estc,title,author,publisher,pubplace,keywords,date
A78997,C2594,R212204,"By the King. A proclamation for repealing and making voyd of all letters of marque or reprisall, and commissions of that nature, granted before the first of Iuly, in the 18th yeare of His Majesties raigne.","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",by Leonard Lichfield printer to the University,Printed at Oxford,"Privateering --  England --  Early works to 1800. -- Prize law --  Great Britain --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1644
A71107,T1232,R3330,"A sermon preached at the first general meeting of the gentlemen, and others in and near London, who were born within the county of York in the church of S. Mary-le-Bow, Decemb. 3, 1678 / by John Tillotson ...","Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.",Printed for Brabazon Aylmer and William Rogers,London,"Bible. --  N.T. --  John XIII, 34-35 --  Sermons. -- Sermons, English --  17th century.",1679
A79846,C4423,R205012,"A full ansvver to an infamous and trayterous pamphlet, entituled, A declaration of the Commons of England in Parliament assembled, expressing their reasons and grounds of passing the late resolutions touching no further addresse or application to be made to the King.","Clarendon, Edward Hyde, Earl of, 1609-1674.; Clarendon, Edward Hyde, Earl of, 1609-1674.",Printed for R Royston,London,England and Wales. --  Parliament. -- Great Britain --  Politics and government --  1642-1660.,1648
A78782,C2305,None,His Majesties farevvel speech unto the Lords Commissioners at Newport in the Isle of Wight.,"England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",s n,London,"Charles --  I, --  King of England, 1600-1649 --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1648
A79002,C2603,R232688,"By the King. A proclamation for the better defence of the Kings Royall Person, and of this Universitie and city","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",by Leonard Lichfield printer to the University,Printed at Oxford,"Charles --  I, --  King of England, 1600-1649 --  Protection --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800. -- Great Britain --  Politics and government --  1642-1649 --  Early works to 1800.",1644
A78264,C1124A,R227837,"The case of the owners of more than sixty thousand acres of rich and valuablelands, bordering upon the fenns, called, Bedford-Level:",Anonymous,s n,London,"Drainage --  England --  Early works to 1800. -- Reclamation of land --  Early works to 1800. -- Bedford Level (England) --  Early works to 1800. -- Fens, The (England) --  Early works to 1800. -- Broadsides --  London (England) --  17th century.",1697
A70992,S21,R32192,The anatomy of a project for raising two millions,F. S.; F. S.,s n,London,Great Britain --  Commerce --  East Asia. -- East Asia --  Commerce --  Great Britain. -- Great Britain --  History --  1660-1714.,1698
A79653,C409,R228233,"A friends advice, in an excellent ditty, concerning the variable changes in this life. : To pleasant new tune,.","Campion, Thomas, 1567-1620.; Campion, Thomas, 1567-1620.",Printed by E C for F Coles T Vere and J Wright,London,"Ballads, English. -- Broadsides --  England --  17th century.",1663-1674
A72872,17328,S123205,"Margariton A rich treasure discovered of problemes and their resolves. In three parts. Amorous. Naturall Morall and politique. Faithfully translated out of French, for the profit and delight of the ingenious English of both sexes; to serve as a usefull helpe in their discourse.","Landi, Ortensio, ca. 1512-ca. 1553. Quattro libri di dubbi. English. Adaptations.; Painter, William, 1540?-1594.; T. S.; Rawlins, Thomas, 1620?-1670, engraver.",printed by B Alsop and T homas F awcet for Daniel Frere and are to be sold at his shop at the Red Bull in little Britaine,London,Love --  Early works to 1800. -- Questions and answers --  Early works to 1800.,1640
A77988,B6084,R204665,"Gospel-worship: or, The right manner of sanctifying the name of God in generall. And particularly in these 3. great ordinances, [brace] viz. [brace] 1. Hearing the Word. 2. Receiving the Lords Supper 3. Prayer. By Jeremiah Burroughes, the Gospel-preacher to two of the greatest congregations in England, viz. Stepney and Criple-gate, London.","Burroughs, Jeremiah, 1599-1646.; Burroughs, Jeremiah, 1599-1646.; Goodwin, Thomas, 1600-1680.; Cross, Thomas, fl. 1632-1682, engraver.",Printed for Peter Cole and R W at the signe of the Printing Presse in Cornhill at the Royall Exchange,London,"Theology, Practical --  Early works to 1800. -- Worship --  Early works to 1800.",1647
A74180,S2298,R211562,"The second part of Saint George for England. To the tune of, To drive the cold winter away.",Anonymous,s n,London,England and Wales. --  Parliament --  Poetry --  Early works to 1800. -- Political ballads and songs --  England --  17th century. -- Great Britain --  Politics and government --  1649-1660 --  Poetry --  Early works to 1800.,1660
A76859,B3229A,R172784,"The Bloody butcher, and the two wicked and cruel bawds: exprest in a woful narrative of one Nathaniel Smith a butcher, who lived in Maypole-Alley near the Strand; his wife having been all day in the market selling of meat, in the evening went with her husband to an alehouse, where they stay'd till ten of the clock. And then went home together, and being in their lodging, demanded of her the money she had taken that day, but she (being great with child and peevish) refused to give it him, he taking his butchers-knife in his hand stabb'd her in the back, whereof she instantly dyed, for which he was apprehended, condemned, and executed at Tyburn, April the 24th. 1667. : As also another relation of a ravisher, who in a bawdy-house (assisted by two women) ravished a girle. : The tune, The bleeding heart.",Anonymous,Printed by E Crowch for F Coles T Vere and J Wright,London,"Smith, Nathaniel, d. 1667. -- Murder --  England --  London --  Poetry. -- Ballads, English --  17th century. -- Broadsides --  England --  London --  17th century.",1667
