id,stc,estc,title,author,publisher,pubplace,keywords,date
A27536,B2063,R24851,"Slingsby Bethell, Esq., his enquiry after William Baly the only witness against him upon the tryal of the riot, at Guild-Hall, on the 8th of May, 1683.","Bethel, Slingsby, 1617-1697.; Bethel, Slingsby, 1617-1697.",Printed by J Grantham,London,"Baly, William. -- Witnesses --  Great Britain. -- False testimony --  Great Britain.",1683
A25809,A3686,R6773,"The worlds idol, Plutus a comedy / written in Greek by Aristophanes ; translated by H.H.B. ; together with his notes, and a short discourse upon it.","Aristophanes.; Aristophanes.; H. H. B. (H. H. Burnell), fl. 1659.",Printed by W G and are to be sold by Richard Skelton Isaac Pridmore and H Marsh,London,No Keywords,1659
A29585,B4801,R14174,"Bristols second address, as it was presented to their late members in Parliament, at their return from Oxford to the right worshipful Sir Richard Hart, Knight, Mayor of the city of Bristol, and Thomas Earl, Esquire, our late representatives in Parliament of for the said city and county of Bistol.","Earle, Thomas.; Hart, Richard, Sir.",Printed for Henry Broom,London,Bristol (England) --  Early works to 1800. -- Broadsides,1681
A28205,B2965,R233109,"Cabala, or, An impartial account of the non-conformists private designs, actings and wayes from August 24, 1662 to December 25 in the same year.","Birkenhead, John, Sir, 1616-1679.; Birkenhead, John, Sir, 1616-1679.",s n,London,Great Britain --  Religion --  17th century --  Sources.,1663
A29632,B4863,R37480,The beggars chorus in the jovial crew,"Brome, Richard, d. 1652?; Brome, Richard, d. 1652?",Printed for J Clerk,London,No Keywords,1683
A28305,B3093,R17371,"An essay towards carrying on the present war against France and other publick occasions as also for paying off all debts contracted in the same, or otherwise : and new-coyning of all our moneys, without charge to the great encrease of the honour, strength and wealth of the nation : humbly propos'd, for the Parliament's consideration and submitted to their great wisdom and love to their country, etc. / by John Blackwell ...","Blackwell, John, fl. 1695.; Blackwell, John, fl. 1695.",Printed for the author,London,Currency question --  England --  Early works to 1800. -- Finance --  England --  History --  Early works to 1800.,1695
A21737,8037,S112335,"By the Queene. Where the Queenes Maiestie hath of late tyme had of her louyng subiectes, certayne summes of money by way of loane ...",England and Wales. Sovereign (1558-1603 : Elizabeth I); England and Wales. Sovereign (1558-1603 : Elizabeth I),In Powles Churchyarde by Richarde Iugge and Iohn Cawood Printers to the Queenes Maiestie,Imprinted at London,"Debt --  England --  Early works to 1800. -- England --  Proclamations --  Early works to 1800. -- Great Britain --  History --  Elizabeth, 1558-1603 --  Early works to 1800.",1571
A26945,B1290,R5453,"The judgment of Mr. Baxter concerning ceremonies and conformity with a short reflection upon a scandalous pamphlet intituled, A proposition for the safety and happiness of the king and kingdom : in a letter to a gentleman of the House of Commons.","Baxter, Richard, 1615-1691.; Baxter, Richard, 1615-1691.; Gentleman of the House of Commons.",Printed for R Jenaway sic,London,"Jenkins, David, 1582-1663. --  Proposition for the safety and happiness of the King and kingdom. -- Dissenters, Religious --  England.",1667
A21580,7886,S112023,"By the Quenes Maiestie. Elizabeth by the grace of God Quene of Englande Fraunce and Ireland, defendour of the fayth. [et]c [...]",England and Wales. Sovereign (1558-1603 : Elizabeth I); England and Wales. Sovereign (1558-1603 : Elizabeth I),By John Day for Rychard Iugge printer vnto the Quenes higtnes,Imprynted at London,"Elizabeth --  I, --  Queen of England, 1533-1603 --  Early works to 1800. -- Great Britain --  History --  Elizabeth, 1558-1603 --  Early works to 1800. -- England --  Proclamations --  Early works to 1800.",1558
A26845,B1171,R469,"Non-conformity without controversie from Rom. chap. 12, ver. 2 : shewing that it is every Christian's duty to be a nonconformist to this world / by Benjamin Baxter, Preacher of the Gospel.","Baxter, Benjamin, Preacher of the Gospel.; Baxter, Benjamin, Preacher of the Gospel.",Printed by A M for Tho Parkhurst,London,"Bible. --  N.T. --  Romans XII, 2 --  Theology. -- Christian life --  Early works to 1800.",1670
A21166,7520,S105441,"The paradise of daintie deuises containyng sundrie pithie preceptes, learned counsailes and excellent inuentions : right pleasant and profitable for all ages / deuised and written for the most parte by M. Edwardes, sometime of her Maiesties chappell, the rest by sundrie learned gentlemen both of honor and worship, whose names hereafter followe.","Edwards, Richard, 1523?-1566.; Edwards, Richard, 1523?-1566.; Bernard, of Cluny, 12th cent. De contemptu mundi. English & Latin. Selections.; Vaux, Thomas Vaux, Baron, 1510-1556.; Hunnis, William, d. 1597.; Heywood, Jasper, 1535-1598.; E. O.; Kinwelmersh, Francis, d. 1580?; Sande, D.; Yloop, M.",Printed by Robert Walde graue for Edward White dwelling neere the little North doore of Paules Church at the signe of the Gun,At London,"English poetry --  Early modern, 1500-1700.",1585
A21637,7942,S112159,"By the Quene. Forasmuch as diuers couetous people haue of late, vpon intent onlye to enryche them selues, and without any other cause reasonable, not only raysed vp the prices of all maner of grayne ...",England and Wales. Sovereign (1558-1603 : Elizabeth I); England and Wales. Sovereign (1558-1603 : Elizabeth I),In Powles Church yarde by Rycharde Iugge and Iohn Cawood Printers to the Quenes Maiestie,Imprinted at London,"Prices --  England --  Early works to 1800. -- Grain --  England --  Prices --  Early works to 1800. -- Great Britain --  History --  Elizabeth, 1558-1603 --  Early works to 1800.",1562
A27894,B253,R2665,"A few words in true love written to the old long sitting Parliament who are yet left alive, and do sit there now in the Parliament House at Westminster","Bache, Humphrey.; Bache, Humphrey.",Printed for M W,London,Employee theft --  Great Britain. -- Great Britain --  Officials and employees.,1659
A25874,A3757,R3080,"The arraignment, tryal, and condemnation of Peter Cooke, Gent. for high-treason, in endeavouring to procure forces from France to invade this kingdom, and conspiring to levy war in this realm for assisting and abetting the said invasion, in order to the deposing of His sacred Majesty, King William, and restoring the late King Who upon full evidence was found guilty at the Sessions-House in the Old-Baily, on Wednesday the 13th of May, 1696. And received sentence the same day. With the learned arguments both of the King's and prisoner's council upon the new Act of Parliament for regulating tryals in cases of treason. Perused by the Lord Chief Justice Treby, and the council present at the tryal.","Cooke, Peter, d. 1696.; Cooke, Peter, d. 1696.; England and Wales. Court of Quarter Sessions of the Peace (Middlesex)",printed for Benjamin Tooke at the Middle Temple gate in Fleetstreet,London,"Lancashire Plot, 1689-1695 --  Early works to 1800. -- Trials (Treason) --  England --  Early works to 1800.",1696
A22157,8569,S800,"By the King, a proclamation declaring His Maiesties pleasure concerning Sir VValter Ravvleigh, and those who aduentured vvith him","England and Wales. Sovereign (1603-1625 : James I); England and Wales. Sovereign (1603-1625 : James I); James I, King of England, 1566-1625.",By Bonham Norton and Iohn Bill deputie printers for the Kings Most Excellent Maiestie,Imprinted at London,"Raleigh, Walter, --  Sir, 1552?-1618. -- Great Britain --  History --  James I, 1603-1625. -- Great Britain --  Foreign relations --  Guyana --  1603-1625. -- Guyana --  Foreign relations --  Great Britain.",1618
A28529,B3411A,R212985,"Mysterium magnum, or An exposition of the first book of Moses called Genesis. Concerning the manifestation or revelation of the divine word through the three principles of the divine essence; also of the originall of the world and the creation. Wherein the kingdome of nature, & the kingdome of grace are expounded. For the better understanding of the Old and New Testament, and what Adam and Christ are. Also, how man should consider and may know himselfe in the light of nature, where he is, and where his temporall and eternall life, consist; also, where his eternall blessednesse, and damnation, consist. And is an exposition of the essence of all essences for the further consideration of the lovers, in the divine gift. Comprised in three parts: written anno 1623. By Jacob Behm. To which is added, The life of the author. And his Foure tables of divine revelation.","Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Böhme, Jakob, 1575-1624.; Ellistone, John, d. 1652.; Sparrow, John, 1615-1665?; H. B. (Henry Blunden)",printed and are to be sould by Lodowick Lloyd next to the Castle in Cornhill,London,"Bible. --  O.T. --  Genesis --  Criticism, interpretation, etc. --  Early works to 1800.",1656
A25974,A3908,R16622,"Fons perennis, a poem on the excellent and useful invention of making sea-water fresh by Edm. Arwaker.","Arwaker, Edmund, d. 1730.; Arwaker, Edmund, d. 1730.",Printed for Henry Bonwicke,London,No Keywords,1686
A23086,9518,S121365,The statutes prohemium Iohannis Rastell,"England.; England.; Rastell, John, d. 1536.",Enprynted in the chepesyde at the sygne of the mere mayde next to poulys gate the xxii day of Dece m ber in the xix yere of the reyngne of oure souerayne lorde kinge Henry the viii Per me Iohannem Rastell,London,Great Britain --  Politics and government --  1509-1547 --  Early works to 1800.,1527
