id,stc,estc,title,author,publisher,pubplace,keywords,date
A26001,A3942,R7040,"Some generall observations upon Dr. Stillingfleet's book, and way of wrighting with a vindication of St. Ignatius Loyola, and his followers the Iesuits, from the foul aspersions he has lately cast upon them, in his discourse concerning the idolatry, &c. : in four letters, written to A.B.","Ashby, Richard, 1614-1680.; Ashby, Richard, 1614-1680.",s n,S l,"Ignatius, --  of Loyola, Saint, 1491-1556. -- Stillingfleet, Edward, 1635-1699. -- Jesuits.",1672
A27267,B1703,R4020,"Tyrocinium chymicum, or, Chymical essays acquired from the fountain of nature and manual experience / by John Beguinus ...","Béguin, Jean.; Béguin, Jean.",Printed for Thomas Passenger,London,Pharmacy --  Early works to 1800. -- Chemistry --  Early works to 1800.,1669
A26750,B1050,R27891,"Bibliotheca Bassetiana, or, A catalogue of Greek, Latin and English books in most faculties being the library of the Reverend Mr. William Bassett ... which will be sold at auction on Thursday the fourth of February, 1697 ... / by Edward Millington.","Millington, Edward, d. 1703.; Millington, Edward, d. 1703.; Basset, William, 1644-1695.",s n,London,"Catalogs, Booksellers'",1697
A21922,8255.5,S1926,"By the Queene the Queenes Most Excellent Maiestie, being credibly informed that many vagabonds, rogues, idle persons, and masterlesse men, hauing nothing to liue on, doe dayly resort to the cities of London and Westminster ...","England and Wales. Sovereign (1558-1603 : Elizabeth I); England and Wales. Sovereign (1558-1603 : Elizabeth I); Elizabeth I, Queen of England, 1533-1603.",By the deputies of Christopher Barker,Imprinted at London,"Rogues and vagabonds --  England. -- Proclamations --  Great Britain. -- Great Britain --  History --  Elizabeth, 1558-1603. -- Great Britain --  Politics and government --  1558-1603.",1596
A28554,B3446,R17941,An Answer to the Desertion discuss'd,Anonymous,Printed and sold by Rich Janeway,London,"Collier, Jeremy, 1650-1726. -- Great Britain --  History --  Revolution of 1688 --  Sources.",1689
A27436,B194,R223584,Observations vpon Prince Rvperts white dog called Boy carefully taken by T.B. for that purpose imployed by some of quality in the city of London.,T. B.; T. B.; T. P.,s n,London,"Rupert, --  Prince, Count Palatine, 1619-1682 --  Humor. -- Puritans --  Humor.",1642
A29485,B4652,R215056,A brief survey of our losses by the exportation of wool,Anonymous,s n,London,Exports --  England --  Early works to 1800. -- Wool industry --  England --  Early works to 1800.,1695
A29163,B4181,R37129,"A sermon preached at St. Catherine Cree Church, upon Sunday the 29th of June, 1696 by Nicholas Brady ... ; published at the desire of the parishioners.","Brady, Nicholas, 1659-1726.; Brady, Nicholas, 1659-1726.",Printed for Rich Parker,London,"Bible. --  N.T. --  Acts XX, 32 --  Sermons. -- Sermons, English --  17th century.",1696
A21066,7434.7,S2576,"Englands hope, against Irish hate",J. G. E.; J. G. E.,Printed by VV VV for Thomas Heyes,At London,"Tyrone's Rebellion, 1597-1603 --  Poetry.",1600
A29927,B5236A,R3862,"To the Honourable the knights, citizens and burgesses in Parliament assembled, the humble petition of Percivall Brunskell, Gent.","Brunskell, Percivall, 17th cent.; Brunskell, Percivall, 17th cent.",s n,London,"Charles --  II, --  King of England, 1630-1685. -- England and Wales. --  Parliament. -- Broadsides --  England --  17th century.",1693
