id,stc,estc,title,author,publisher,pubplace,keywords,date
A63984,T3395,R219466,"Tentamina elegantiarum bina: or, Two essays of elegancies in order to the bringing of scholars, after they can read and write true grammatical Latin, to a full and clear understanding and writing of terse and polite Latine. Principally intended for accomplishing the more adult youths in the frree-school at Newark upon Trent. By John Twells, school-master. Licensed, March 17. 1685[/]6. Rob. Midgley.","Twells, John, b. 1651 or 2.; Twells, John, b. 1651 or 2.",printed by T M for Benjamin Crayle at the Peacock and Bible at the West end of St Pauls in Ludgate street,London,Latin language --  Study and teaching --  Early works to 1800.,1686
A65727,W1748,R25734,"An epistle of love and consolation unto Israel from the pouring forth of the spirit and holy anointing of the father, sent in bowels of tender love unto the chosen and elect seed of life, unto all the gathered church of the first born ... / D.W.",D. W. (Dorothy White); D. W. (Dorothy White),Printed for Robert Wilson,London,"Israel (Christian theology) -- Theology, Doctrinal.",1661
A62955,T1909,R21672,"Emerai par emeras, Extraordinary dayes, or, Sermons on the most solemn Feasts and fasts throughout the year viz. Christmas-day, Ash-Wednesday, Good Friday, Easter-day, Ascention-day, Whit-Sunday : whereunto are added two other sermons / by John Torbuck ...","Torbuck, John, d. 1707.; Torbuck, John, d. 1707.",Printed by L Lichfield,Oxford,"Fast-day sermons. -- Festival-day sermons. -- Sermons, English --  17th century.",1671
A63884,T3285,R1832,"A sermon preached before the King at White-Hall November 5, 1684 / by Francis Lord Bishop of Ely ...","Turner, Francis, 1638?-1700.; Turner, Francis, 1638?-1700.",Printed for Benj Tooke,London,"Church of England --  Sermons. -- Bible. --  N.T. --  Romans III, 8 --  Sermons. -- Sermons, English --  17th century.",1685
A65490,W1416,R24612,"Englands face in Israels glasse, or, The sinnes, mercies, judgements of both nations delivered in eight sermons upon Psalme 106, 19, 20 &c. : also, Gospel-sacrifice, in two sermons on Hebr. 13 / by Thomas Westfield.","Westfield, Thomas, 1573-1644.; Westfield, Thomas, 1573-1644.; T. S.",Printed by J Young and are to be sold by Charles Greene,London,"Bible. --  O.T. --  Psalms --  Sermons. -- Sermons, English --  17th century.",1646
A65176,V729,R6049,"Vox populi, or, The peoples claim to their Parliaments sitting, to redress grievances, and provide for the common safety, by the known laws and constitutions of the nation humbly recommended to the King and Parliament at their meeting at Oxford, the 21th of March.",Anonymous,Printed for Francis Smith,London,England and Wales. --  Parliament.,1681
A63277,T2326AA,R220713,"A true account of a bloody fight between the Turks and Christians from the imperial camp and from the Spanish ambasssador to the Marquess de Grana; with an account likewise from Brussels, declaring the total overthrow of the Turkish army at Barkan, with the surrendering of the fort of Barkan to the Christians.",Anonymous,reprinted by Andrew Crook in Skinner Row,Dublin,"Austro-Turkish War, 1683-1699 --  History --  Early works to 1800. -- Turco-Polish War, 1683-1699 --  History --  Early works to 1800. -- Turkey --  History --  1683-1829 --  Early works to 1800.",1683
A65932,W2023,R11466,"A discourse of the Last Judgement, or, Short notes upon Mat. XXV. from Ver. 31 to the end of the chapter concerning the judgement to come, and our preparation to stand before the great judge of quick and dead : which are of sweetest comfort to the elect sheep and of most dreadful amazement and terrour to reprobate goats : and do concern all to think seriously upon, that they may look the judge in the face with comfort in the great day of his appearing / by Samuel Whiting ...","Whiting, Samuel, 1597-1679.; Whiting, Samuel, 1597-1679.",Printed by S G and M J,Cambridge Mass,"Bible. --  N.T. --  Matthew XXV --  Criticism, interpretation, etc.",1664
A63691,T2963,R37176,"A True relation of the great victory obtained by the Christian army over the Turks near the mountain Harsan in the neighbourhood of Syclos, from the camp of Electoral Highness of Bavaria near Barnowar the 14th of August, 1687.",Anonymous,Printed for Samuel Carr,London,"Austro-Turkish War, 1683-1699. -- Holy Roman Empire --  History --  Leopold I, 1658-1705. -- Turkey --  History --  Mehmed IV, 1648-1687.",1687
A63426,T2525A,R219369,"A true and perfect copy of the whole disputation at the Savoy that was managed by the episcopal divines, as opponents, to prove that there is nothing sinful in the liturgy. Published to make intelligible the fragment already published by the Lord Bishop od Worcester, under the hands of Dr. Pierson, and Dr. Guning; and so much of his Lordships book against Mr. Baxter, as concerneth that disputation.",Anonymous,s n,London,Church of England --  Liturgy --  Early works to 1800.,1662
A69861,D1700,R30982,"[The] Distressed child, or, The Cruel uncle",Anonymous,Printed by D Brown,London,Abandoned children --  England --  17th century. -- Custody of children --  England --  17th century. -- Child abuse --  England --  17th century.,1700
A61671,S5722,R38295,"Two ancient patternes of true goodnesse and charity one of Job in the midst of his honovr & wealth, the other of the widow of Sarepta in the extremity of her povertie : both now published together, as fit to be followed in these necessitous times, and both dedicated to the living patterne of true goodnesse and charitie, Gilbert Ld Archbishop of Canterbury, Primate and Metropolitan of all England, &c. / by David Stokes ...","Stokes, David, 1591?-1669.; Stokes, David, 1591?-1669.",Printed by H Hall for Richard Davis,Oxford,"Bible. --  O.T. --  Kings, 1st, XVII, 15 --  Sermons. -- Bible. --  O.T. --  Job XXIX, 15 --  Sermons. -- Sermons, English --  17th century.",1667
A62928,T1884A,R16796,"The narrative and case of Simson Tonge, Gent. being a true account delivered upon oath before Mr. Justice Bridgeman, in the presence of Dr. Titus Oates, relating to Capt. Sam. Ely, Monsieur Choqueux, &c. and my self, who would have induced me to swear that my father and Dr. Oates, were the contrivers of the horrid Popish Plot, with other material passages omitted in the affidavit, together with some short reflections upon Mr. Le'estranges [sic] dialogue between Zekiel and Ephraim : humbly tendered to the consideration of the Honourable House of Commons.","Tonge, Simson, b. 1656 or 7.; Tonge, Simson, b. 1656 or 7.",Printed for C W,London,"Tonge, Simson, b. 1656 or 7. -- L'Estrange, Roger, --  Sir, 1616-1704. -- Oates, Titus, 1649-1705. -- Ely, Samuel. -- Choqueux, Anthony. -- Popish Plot, 1678.",1681
A62828,T173,R38280,Amintas a pastoral acted at the Theatre Royal / made English out of Italian from the Aminta of Tasso by Mr. Oldmixon.,"Tasso, Torquato, 1544-1595.; Tasso, Torquato, 1544-1595.; Oldmixon, Mr. (John), 1673-1742.",Printed for Rich Parker,London,No Keywords,1698
A66903,W3351,R20374,"A short way to a lasting settlement shewing, I. that parliaments are not infallible, II. who are their great enemies, III. how to redeem their reputation : with a warning to all loyal gentlemen and freeholders, in a letter to fanaticus ignoramus.","Womock, Laurence, 1612-1685.; Womock, Laurence, 1612-1685.",Printed for Robert Clavel,London,Church and state --  Great Britain. -- Royal supremacy (Church of England),1683
A61864,S6028,R26948,"Presbyteries triall, or, The occasion and motives of conversion to the Catholique faith of a person of quality in Scotland ; to which is svbioyned, A little tovch-stone of the Presbyterian covenant","W. S. (William Stuart), d. 1677.; W. S. (William Stuart), d. 1677.; W. S. (William Stuart), d. 1677. A little tovch-stone of the Scottish Covenant.",s n,Paris,Catholic Church --  Apologetic works. -- Catholic converts.,1657
A69774,C5119,R29638,"A Collection of choice books in divinity, history, philosophy,   herauldry, horsemanship, husbandry with variety of books of voyages, travels, as also of romances, plays, novels &c. curiously bound, will  be exposed to sale by way of auction at Bridges Coffee-House in Popes-Head-Alley over against the Royal Exchange in Cornhill on Monday the 8th day ofFebruary 1685/6 / by Edward Millington ...","Chiswell, Richard.; Millington, Edward, d. 1703.",s n,London,"Catalogs, Booksellers' --  England.",1686
A67221,W3773,R34101,A true declaration concerning the surrender of Bridgewater written by Coll. Edmond Wyndham : to vindicate him from some false and scandalous reports ...,"Wyndham, Edmond.; Wyndham, Edmond.",s n,London,"Great Britain --  History --  Civil War, 1642-1649.",1646
A63269,T2317,R219353,"Of the causes and cure of sad disconsolate thoughts in Christians. By one of their sympathizing fellow-members, W. Traughton","Troughton, William, 1614?-1677?; Troughton, William, 1614?-1677?; J. D., engraver.",printed for Benjamin Harris and are to be sold at his Shop at the Stationers Armes in Sweetings Rents in Corn hill near the Royal Exchange,London,Christian literature --  Early works to 1800.,1677
A61807,S5935,R19714,"The necessity of reformation, with respect to the errors and corruptions of the Church of Rome the second part : wherein is shewed, the vanity of the pretended reformation of the Council of Trent, and of R.H.'s vindication of it : in his fifth discourse concerning the guide in controversies.","Stratford, Nicholas, 1633-1707.; Stratford, Nicholas, 1633-1707.",Printed for Richard Chiswell,London,Catholic Church --  Controversial literature. -- Catholic Church --  Doctrines. -- Council of Trent (1545-1563) -- Reformation --  England --  Early works to 1800.,1686
A69617,B401,R16597,"Two arguments in Parliament the first concerning the cannons, the second concerning the premunire vpon those cannons / by Edward Bagshawe, Esquire.","Bagshaw, Edward, d. 1662.; Bagshaw, Edward, d. 1662.",Printed by George Miller,London,Ecclesiastical law --  Great Britain. -- Royal supremacy (Church of England),1641
A61907,S6086,R15298,"Certain papers given forth from the spirit of truth which witnesses against the wisdom of the world and unrighteousness of men, both priests and people, and against their false wayes and false worship and which witnesses of the light of Jesus Christ in the conscience wherein true wisdom is, that people may see with the true light into the things that be invisible and be converted and healed of God in Christ Thomas Stubbs.","Stubbs, Thomas, d. 1673.; Stubbs, Thomas, d. 1673.",Printed for Thomas Simmons,London,Society of Friends --  England.,1659
A63369,T245,R10358,Loyal poems and satyrs upon the times since the beginning of the Salamanca plot written by several hands ; collected by M.T.,"Taubman, Matthew, d. 1690?",Printed for John Smith,London,"Popish Plot, 1678 --  Poetry. -- Rye House Plot, 1683 --  Poetry.",1685
