id,stc,estc,title,author,publisher,pubplace,keywords,date
A49459,L3473,R125,"The chief interest of man, or, A discourse of religion, clearly demonstrating the equity of the precepts of the Gospel, and how much the due observance thereof doth conduce to the happiness and well-being as well of humane societies as of particular persons by H. Lukin.","Lukin, H. (Henry), 1628-1719.; Lukin, H. (Henry), 1628-1719.",Printed by R D for T Bassett,London,Religion. -- Christianity.,1665
A49308,L329,R1663,A modest vindication of the hermite of the Sounding Island in requital for the modest vindication of the Salamanca doctor from perjury by Bartholomew Lane ...,"Lane, Bartholomew.; Lane, Bartholomew.",Printed by T Snowden for the author,London,"Elliot, Adam, d. 1700. --  Modest vindication of Titus Oates, the Salamanca doctor. -- Oates, Titus, 1649-1705.",1683
A43776,H1982,R28072,"A sermon preached at the funeral of the Right Honourable Robert Earl and Viscount Yarmouth, Baron of Paston and Lord Lieutenant of the County of Norfolk by John Hildeyard.","Hildeyard, John, b. 1662 or 3.; Hildeyard, John, b. 1662 or 3.",Printed by S Roycroft for George Rose and Robert Clavel,London,"Yarmouth, Robert Paston, --  Earl of, 1631-1683. -- Funeral sermons. -- Sermons, English --  17th century.",1683
A48488,L2194,R224157,"Two petitions presented to the supreame authority of the nation from thousands of the lords, owners, and commoners of Lincolneshire; against the Old Court-Levellers, or propriety-destroyers, the prerogative undertakers.","Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; England and Wales. Parliament.",printed by J B,London,"Levellers --  Controversial literature --  Early works to 1800. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660 --  Early works to 1800.",1650
A45191,H3750,R16568,"A defence of the charter, and municipal rights of the city of London, and the rights of the other municipal cities and towns of England directed to the citizens of London. / By Thomas Hunt.","Hunt, Thomas, 1627?-1688.; Hunt, Thomas, 1627?-1688.",Printed and are to be sold by Richard Baldwin near the Black Bull in the Old bailey,London,"Popish Plot, 1678. -- London (England) --  History --  17th century.",1683
A44140,H2407,R27413,"Impar conatui, or, Mr. J.B. the author of an answer to the animadversions on the Dean of St. Paul's vindication of the Trinity rebuk'd and prov'd to be wholly unfit for the great work he hath undertaken : with some account of the late scandalous animadversions on Mr. Hill's book intituled A vindication of the primitive fathers ... : in a letter to the Reverend Mr. R.E. / by Thomas Holdsworth.","Holdsworth, Thomas.; Holdsworth, Thomas.",Printed for William Keblewhite,London,"Bingham, Joseph, 1668-1723. -- Hill, Samuel, 1648-1716. --  Vindication of the primitive fathers against the imputations of Gilbert Lord Bishop of Sarum. -- Theology, Doctrinal.",1695
A49524,L3573,R1525,"The reformed Presbyterian, humbly offering to the consideration of all pious and peaceable spirits several arguments for obedience to the act for unifromity, as the way to vnity and endeavouring to demonstrate by clear inferences from the sacred scriptures, the writings of some of the ancients, or several old pastors of the reformed churches abroad, and of the most eminent old non-conformists amongst ourselves : as Mr. Josias Nichols, Mr. Paul Baines, and other learned divines : as for Mr. Perkins, Mr. Iohn Randal, and Mr. Rob. Bolton, that there is nothing required by the act for vniformity that is forbidden by the law of God / by Rich. Lytler ...","Lytler, Richard.; Lytler, Richard.",Printed by J G for Nath Brook,London,Concord.,1662
A49793,L701B,R41461,"Laws, ordinances and decrees made upon Friday the twentieth day of July, 1666, and in the eighteenth year of the reign of our sovereign lord, Charles the Second ... by the right Honourable John, Lord Berkley, Richard, Lord Gorges, Thomas Chicheley, and Robert Hampson, Esq., four of the bailiffs of the Corporation of the Great Level of the Fens; John Russel, Esq., Sir Charles Harbord Kt., William Denton, Doctor in Physick, William Crane, Roger Jenyns, and John Bradborn, esquires, six of the conservators of the said corporation.",Corporation of the Great Level of the Fens.; Corporation of the Great Level of the Fens.; Bedford Level Corporation.,s n,London,"Drainage --  England --  Fens, The. -- Reclamation of land --  England --  Fens, The.",1666
A47071,J988,R5466,"Mene tekel, or, The downfal of tyranny a treatise wherein liberty and equity are vindicated, and tyranny condemned by the law of God and right reason, and the peoples power and duty to execute justice without and upon wicked governors, asserted / by Laophilus Misotyrannus.",Laophilus Misotyrannus.; Laophilus Misotyrannus.,s n,S l,Kings and rulers --  Biblical teaching.,1663
A47720,L1108A,R43375,"Articles of peace between the emperour and empire, and France concluded in the royal palace of Reswick, in Holland, October 30, 1697.","Holy Roman Empire.; Holy Roman Empire.; Leopold I, Holy Roman Emperor, 1640-1705.; France. Treaties, etc. Holy Roman Empire, 1697 Oct. 30.",Printed and are to be sold by E Whitlock,London,"Treaty of Ryswick (1697) -- Grand Alliance, War of the, 1689-1697. -- Europe --  History --  1648-1715.",1697
