id,stc,estc,title,author,publisher,pubplace,keywords,date
A49559,None,None,No title,Anonymous,No publisher,No pubplace,No Keywords,1645
A49208,L3108,R3024,"The declaration of the most Christian King of France and Navarre against the most horrid proceedings of a rebellious party of Parliament-men and souldiers in England, against their king and countrey / translated out of the French, by P. B.","France. Sovereign (1643-1715 : Louis XIV); France. Sovereign (1643-1715 : Louis XIV); Louis XIV, King of France, 1638-1715.; P. B.",s n,Published at Paris,Great Britain --  Foreign relations --  France. -- France --  Foreign relations --  Great Britain. -- Broadsides --  England --  London --  17th century,1649
A44804,H3177,R14218,"The popish inquisition newly erected in New-England whereby their church is manifested to be a daughter of mysterie Babylon which did drink the blood of the saints, who bears the express image of her mother, demonstrated by her fruit : also their rulers to be in the beasts power upon whom the whore rideth, manifested by their wicked compulsary laws against the lamb and his followers, and their cruel and bloody practises against the dear servants of the Lord, who have deeply suffered by this hypocritical generation : some of their miserable sufferings for the testimony of Jesus, declared as follows and some of their unjust and vvicked laws set down ... / published by a lover of mercy and truth, and an enemy to envy and cruelty, Francis Howgill.","Howgill, Francis, 1618-1669.; Howgill, Francis, 1618-1669.; Copeland, J. R. (John R.); Hodgson, Robert.; Norton, Humphrey, fl. 1655-1659.; Rous, John, d. 1695.",Printed for Thomas Simmons,London,Society of Friends --  New England.,1659
A43127,H1214,R412,"A sermon preached in the parish church of St. Giles in the Fields at the funeral of Bernard Connor, M.D., who departed this life, Oct. 30, 1698 : with a short account of his life and death / by William Hayley ...","Hayley, William, 1657-1715.; Hayley, William, 1657-1715.",Printed for Jacob Tonson,London,"Connor, Bernard, 1666?-1698. -- Bible. --  O.T. --  Psalms XC, 10 --  Sermons. -- Sermons, English --  17th century. -- Funeral sermons.",1699
A42341,G2246,R5107,"The history of the Church of Peterburgh wherein the most remarkable things concerning that place, from the first foundation thereof, with other passages of history not unworthy publick view, are represented / by Symon Gunton ... ; illustrated with sculptures ; and set forth by Symon Patrick ...","Gunton, Simon, 1609-1676.; Gunton, Simon, 1609-1676.; Patrick, Simon, 1626-1707.",Printed for Richard Chiswell,London,Peterborough Cathedral. -- Monastic libraries --  England --  Cambridgeshire --  Catalogs.,1686
A43676,H187,R31087,"No King but Jesus, or, The Walls of tyrannie razed and the foundations of unjust monarchy discovered to the view of all that desire to see it wherein is undeniably proved that no king is the Lords anointed but Jesus ... / by Henry Haggar.","Haggar, Henry.; Haggar, Henry.",Printed for Giles Calvert,London,"Providence and government of God. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660.",1652
A45477,H619,R11940,"Hammond versus Heamans, or, An answer to an audacious pamphlet, published by an impudent and ridiculous fellow, named Roger Heamans, calling himself Commander of the Ship Golden Lion wherein he endeavours by lies and holy expressions, to colour over his murthers and treacheries committed in the Province of Maryland, to the utter ruine of that florishing plantation : having a great sum sold himself to proceed in those cruelties, it being altogether answered out of the abstract of credible oaths taken here in England :in which is published His Highnesses absolute (though neglected) command to Richard Bennet Esq., late governour of Virginia and all others, not to disturbe the Lord Baltamores plantation in Maryland / by John Hammond ...","Hammond, John, d. 1707.; Hammond, John, d. 1707.",for the use of the Author and are to be sold at the Royal Exchange in Cornhill,Printed at London,"Heaman, Roger. --  Additional brief narrative of a late bloody design. -- Bennet, Richard, 17th cent. -- Protestants --  Maryland. -- Maryland --  History --  Colonial period, ca. 1600-1775. -- Annapolis (Md.) --  History --  Colonial period, ca. 1600-1775.",1655
A45326,H424,R230,"The life & death of that renowned John Fisher, Bishop of Rochester comprising the highest and hidden transactions of church and state, in the reign of King Henry the 8th, with divers morall, historicall and political animadversions upon Cardinall Wolsey, Sir Thomas Moor, Martin Luther : with a full relation of Qu. Katharines divorce / carefully selected from severall ancient records by Tho. Baily ...","Hall, Richard, 1535 or 6-1604.; Hall, Richard, 1535 or 6-1604.; Henry VIII, King of England, 1491-1547. Testamentum.; Bayly, Thomas, d. 1657?",s n,London,"Fisher, John, --  Saint, 1469-1535. -- Christian saints --  England --  Biography.",1655
A46899,J770A,R13321,"An examination of the essay, or, An answer to The fifth monarchy by Edward Iohnson ...","Johnson, Edward, Gent.; Johnson, Edward, Gent.; Johnson, Edward, 1599?-1672.",Printed for W Thomas,London,Fifth Monarchy Men.,1659
A45577,H760,R25410,"A charge given at the general quarter sessions of the peace for the county of Surrey holden at Dorking on Tuesday the 5th day of April 1692, and in the fourth year of Their Majesties reign / by Hugh Hare.","Hare, Hugh, 1668-1707.; Hare, Hugh, 1668-1707.; England and Wales. Court of Quarter Sessions of the Peace (Surrey)",Printed for John Newton,London,Great Britain --  Politics and government --  1689-1702.,1692
A44711,H3063,R14155,"A discours of Dunkirk, with some reflexes upon the late surrender therof, &c. and other additions by a knowing and very worthy person.","Howell, James, 1594?-1666.; Howell, James, 1594?-1666.",Printed by J C for Samuel Speed,London,Dunkerque (France) --  History.,1664
A45226,H380,R9783,"The devovt soul, or, Rules of heavenly devotion : also, The free prisoner, or, The comfort of restraint by Jos. H. B.N.","Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.",Printed by W H and are to be sold by George Latham Junior,London,Devotional literature.,1650
A49275,L3202,R213725,Love and loyalty well met,Anonymous,Print for J Blare at the sign of the Looking glass on London Bridge,London,"Ballads, English --  17th century.",1685
A41983,G1818,R37404,"A briefe vnvailing of God and mans glory in which is 1. A briefe rehearsall of happinesse in generall, 2. How this happiness is manifested by Iesus Christ, 3. the soules song of love / by John Greene.","Greene, John, Master of Arts.; Greene, John, Master of Arts.",Sold by Thomas Faucet,London,No Keywords,1641
A46546,J326A,R18841,A proclamation discharging forraign copper-coyn to be imported or made use of in this kingdom,"England and Wales. Sovereign (1685-1688 : James II); England and Wales. Sovereign (1685-1688 : James II); James II, King of England, 1633-1701.",Printed by the heir of Andrew Anderson,Edinburgh,Coinage --  Law and legislation --  Great Britain --  Early works to 1800. -- Broadsides,1686
A44879,H3288,R25548,"A Hue and cry after the Dutch fleet, or, Joyful congratulations for our late victory.",Anonymous,Printed by L Miller for Richard Head,London,"Anglo-Dutch War, 1664-1667 --  Poetry.",1666
A40952,F51,R40569,Epitaph upon the honourable and truly noble Sir Kenelm Digby Kt. Chancellour to Her Majesty the Queen-mother,R. F.; R. F.,Printed for H Herringman,London,"Digby, Kenelm, --  Sir, 1603-1665 --  Poetry. -- Epitaphs --  Great Britain.",1665
A49375,L3384,R2968,"Loyalty vindicated being an answer to a late false, seditious & scandalous pamphlet entituled A letter from a gentleman of the City of New York to another concerning the troubles which happen'd in that province in the time of the late happy revolution : published for the sake of truth & justice / by a hearty lover of King William and the Protestant religion.",Hearty lover of King William and the Protestant religion.; Hearty lover of King William and the Protestant religion.,Printed by B Green and J Allen,Boston,"Gentleman of the city of New York. --  Letter from a gentleman of the city of New York to another concerning the troubles which happen'd in that province in the time of the late happy revolution. -- Leisler, Jacob, d. 1691. -- New York (State) --  History --  Colonial period, ca. 1600-1775. -- New York (State) --  Politics and government --  To 1775.",1698
