id,stc,estc,title,author,publisher,pubplace,keywords,date
A15347,25631,S103322,The vnfouldyng of sundry vntruths and absurde propositions latelye propounded by one I.B. a greate fauourer of the horrible heresie of the libertimes.,"T. W. (Thomas Wilcox), 1549?-1608.; T. W. (Thomas Wilcox), 1549?-1608.",By T Dawson for Thomas Man,Imprinted at London,"[Banister, J.]. -- Theology, Doctrinal --  Early works to 1800.",1581
A14865,25169,S119583,"An appeale to truth, in the controuersie betweene art, & vse about the best and most expedient course in languages. To be read fasting; for the greater benefit of the deluded innocencie of our owne, and other nations. Drawen, and exhibited, by Ios. Webbe, Dr. of Ph.","Webbe, Joseph.; Webbe, Joseph.",Printed by H umphrey L ownes for George Latham and are to be sold at his shop in Pauls Church yard at the signe of the Brazen Serpent,London,Language and languages --  Study and teaching --  Early works to 1800. -- Latin language --  Study and teaching --  Early works to 1800.,1622
A10591,20864,S1288,"True relation vvithout all exception, of strange and admirable accidents which lately happened in the kingdome of the Great Magor, or, Magull, who is the greatest monarch of the East Indies : as also vvith a true report of the manners of the countrey, of the commodities there found, with the like of sundry other countreyes and ilands, in the East Indies / written and certified by persons of good import, who were eye-witnesses of what is here reported.",Anonymous,Printed by I D for Thomas Archer and are to be sold at his shop in Popes head Pallace,London,East Indies --  Description and travel. -- Mogul Empire.,1622
A10077,20331,S115216,A heavenly proclamation to fly Romish Babylon A sermon preached at Oxford in St Maries Nov. 21. 1613. By Sampson Price Master of Arts of Exeter Colledge and preacher to the citty of Oxford.,"Price, Sampson, 1585 or 6-1630.; Price, Sampson, 1585 or 6-1630.",Printed by Ioseph Barnes,At Oxford,"Sermons, English --  17th century.",1614
A10491,20767,S105187,"A sermon of meekenesse preached at the Spittle vpon Easter Tuesday, M.D.C.XXIII. By William Rawley, Doctor of Diuinity.","Rawley, William, 1588?-1667.; Rawley, William, 1588?-1667.",Printed by Iohn Haviland for Matthew Lownes,London,"Sermons, English --  17th century.",1623
A18072,4706,S118607,A brief apologie of Thomas Cartwright against all such slaunderous accusations as it pleaseth Mr Sutcliffe in seuerall pamphlettes most iniuriously to loade him with,"Cartwright, Thomas, 1535-1603.; Cartwright, Thomas, 1535-1603.; Throckmorton, Job, 1545-1601.",R Schilders,Middelburg,"Sutcliffe, Matthew, 1550?-1629. --  Answere unto a certaine calumnious letter published by M. Job Throkmorton, and entituled, A defence of J. Throkmorton against the slaunders of M. Sutcliffe. -- Throckmorton, Job, 1545-1601.",1596
A19214,5629,S113553,A generall confessyon of sinnes to be sayde euerye mornynge,Anonymous,s n,London,General confession (Prayer) --  Early works to 1800.,1554
A16527,344,S100090,"The monarchicke tragedies Crœsus, Darius, The Alexandræan, Iulius Cæsar. Newly enlarged by William Alexander, Gentleman of the Princes priuie chamber.","Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640.; Stirling, William Alexander, Earl of, 1567 or 8-1640. Tragedie of Darius.",Printed by Valentine Simmes for Ed Blount,London,"Croesus, --  King of Lydia, fl. 560-546 B.C. --  Drama. -- Darius --  I, --  King of Persia, 548-485 B.C. --  Drama.",1607
A19314,5728,S109112,[The complaint of them that be too late married],"Gringore, Pierre, ca. 1475-1538?; Gringore, Pierre, ca. 1475-1538?; Copland, Robert, fl. 1508-1547.",Empre n ted in fletestrete by Wynkyn de Warde sic dwellynge in the famous cyte of London his house in the same at the sygne of the sone,London,Marriage --  Poetry --  Early works to 1800.,1505
A17641,4397,S107376,"Commentaries of the diuine Iohn Caluine, vpon the prophet Daniell, translated into Englishe, especially for the vse of the family of the ryght honorable Earle of Huntingdon, to set forth as in a glasse, how one may profitably read the Scriptures, by consideryng the text, meditatyng the sense therof, and by prayer","Calvin, Jean, 1509-1564.; Calvin, Jean, 1509-1564.; Gilby, Anthony, ca. 1510-1585.",Imprinted by Iohn Daye ouer Aldersgate,At London,Bible. --  O.T. --  Daniel --  Commentaries.,1570
