id,stc,estc,title,author,publisher,pubplace,keywords,date
id,stc,estc,title,author,publisher,pubplace,keywords,date
A01336,11459,S122230,An ansvver of a true Christian to the proude challenge of a counterset Catholike. By VVilliam Fulke Doctor in diuinitie,"Fulke, William, 1538-1589.; Fulke, William, 1538-1589.; Albin de Valsergues, Jean d', d. 1566. Notable discourse.",By Thomas Vautrollier dwelling in the Blacke Friers,Imprinted at London,"Rishton, Edward, 1550-1586. -- Allen, William, 1532-1594. -- Catholic Church --  Controversial literature --  Early works to 1800.",1577
A08811,19098,S113905,An arrovv against the separation of the Brownists Also an admonition touching Talmudique & rabbinical allegations. By Iohn Paget.,"Paget, John, d. 1640.; Paget, John, d. 1640.",By George Veseler dwelling by the South Church at the signe of the Hope,Printed at Amsterdam,"Ainsworth, Henry, 1571-1622? --  Controversial literature --  Early works to 1800. -- Brownists --  Controversial literature --  Early works to 1800.",1618
A01181,11295,S117189,"Articles agreed on in the nationall synode of the Reformed Churches of France, held at Charenton neere Paris, in the moneth of September, 1623 Which the same ordaineth to be inuiolably kept in all the churches and vniversities of that realme.",Eglises réformées de France. Synode national (1623 : Charenton-le-Pont); Eglises réformées de France. Synode national (1623 : Charenton-le-Pont),Printed by Iohn Lichfield and Iames Short printers to the famous vniversitie,At Oxford,Eglises réformées de France --  Doctrines --  Early works to 1800. -- Reformed Church --  Doctrines --  Early works to 1800. -- France --  Church history --  17th century --  Sources.,1623
A03858,13971,S118660,A declaration of the lordes and states of the realme of Hungarie contayning the reasons which mooued them in forcible manner to oppose themselues against the violence and oppression vsed and practised vpon the inhabitants of the foresaid countrey by the emperours subiects. Translated out of French.,Anonymous,Printed by Ar Hatfield for Iohn Hodgets,London,Hungary --  History --  1526-1683.,1605
A01236,11348,S116026,"A Christian confession of the late moste noble and mightie prince, Friderich of that name the third, Count Palatine by [ye] Rhein, one of the electours of the holy Empire, and Duke in Bauire: wherein constantlie and meekelie he departed out of this world the 26. of October in the yere of our Lord God 1576. Taken word for word out of his last will and testament. Whereunto is added the Lantgraue his answere to the French King","Friedrich III, Elector Palatine, 1515-1576.; Friedrich III, Elector Palatine, 1515-1576.; Johann Casimir, Pfalzgraf bei Rhein, 1543-1592.; Wilhelm IV, Landgrave of Hesse, 1532-1592.",By Christopher Barkar,Imprinted at London,Creeds --  Protestant --  Early works to 1800.,1577
A02889,13032,S3972,A devout exposition of the holie Masse with an ample declaration of all the rites and ceremonies belonging to the same / composed by Iohn Heigham the more to moue all godlie people to the greater veneration of so sublime a sacrament.,"Heigham, John, fl. 1639.; Heigham, John, fl. 1639.",With licence s n,At Douay,Mass --  Early works to 1800.,1614
A00814,None,None,"The blessed birth-day celebrated in some pious meditations, on the angels anthem. Luke 2. 14. Also holy raptures in contemplating of the most obserueable adjuncts about our Saviours nativitie. By Charles Fitz-Geffry.","Fitz-Geffry, Charles, 1575?-1638.; Fitz-Geffry, Charles, 1575?-1638.",Printed by Iohn Lichfield printer to the University and are to be sold by Ed Forrest,Oxford,Christmas --  Poetry.,1634
A08155,None,None,"A true relation of all such battailes as haue beene fought in the Palatinate, since the Kings arriuall there, vntill this present the 24. of May As also an abstract of a letter sent from the King of Bohemia to the Prince of Orange, concerning both the defeat of the yonger Duke of Wirtenbourghs forces, by Gonzales, generall of the Spaniards, with the recouery of the said dukes forces by the Marquesse of Baden, who at the same time set vpon Gonzales forces, put them to flight, and made a great slaughter. Likewise the notable victory woone by Christian Duke of Brunswicke against the Bauarians, and some of Graue Henrick Varberghes forces, in his way going towards the Palatinate, and his burning of the great towne of Giesken. With the famous victorie obtained by the King of Bohemia against Leopoldus, before Hagenaw, wherein he was besieged: how he raised the siege, and drawe the Bauarians out of the field. Lastly, the victory of the graue Henrick Van Nassaw in Brabant, whence he brought great store of treasure and many prisoners.",Anonymous,Printed by E A llde for Nicholas Bourne and Thomas Archer and are to be sold at their shops at the Exchange and in Popes head Pallace,London,"Thirty Years' War, 1618-1648 --  Early works to 1800.",1622
A09333,1964,S115305,"Two twinnes: or Two parts of one portion of scripture. I. Is of catechising. II. Of the ministers maintenance. By Richard Barnard, preacher of the word of worship in Nottinghamshire","Bernard, Richard, 1568-1641.; Bernard, Richard, 1568-1641.",Printed by T Snodham for George Norton and are to be sould at his hop neare Temple barre,London,"Bible. --  N.T. --  Galatians VI, 6 --  Criticism, interpretation, etc. -- Clergy --  Office --  Early works to 1800. -- Clergy --  Salaries, etc. --  Early works to 1800.",1613
A00914,None,None,"The obmutesce of F.T. to the Epphata of D. Collins. Or The reply of F.T. to D. Collins his defence of my Lord of VVinchesters answere to Cardinall Bellarmines Apology In which reply M. Collins is conuinced of most manifest frauds, falsityes, fooleryes, & lyes. Written by Thomas Fitzherbert Priest of the Society of Iesus, in defence of his adioynder impugned by M. Collins: wherein the authors name was cyphred with the two letters F.T.","Fitzherbert, Thomas, 1552-1640.; Fitzherbert, Thomas, 1552-1640.",English College Press Permissu superiorum,Saint Omer,"Collins, Samuel, 1619-1670. --  Epphata to F.T. --  Controversial literature --  Early works to 1800.",1621
