id,stc,estc,title,author,publisher,pubplace,keywords,date
A65590,W1562,R29269,The enthusiasm of the church of Rome demonstrated in some observations upon the life of Ignatius Loyola.,"Wharton, Henry, 1664-1695.; Wharton, Henry, 1664-1695.",Printed for Ric Chiswell,London,"Ignatius, --  of Loyola, Saint, 1491-1556. -- Catholic Church --  Controversial literature. -- Christian saints --  Biography.",1688
A64310,T640,R16660,"Letters written by Sir William Temple during his being ambassador at The Hague, to the Earl of Arlington and Sir John Trevor, Secretaries of State to K. Charles II wherein are discovered many secrets hitherto concealed / published from the originals, under Sir William Temple's own hand ; and dedicated to the Right Honourable Sir Thomas Littleton, Speaker of the House of Commons, by D. Jones, Gent.","Temple, William, Sir, 1628-1699.; Temple, William, Sir, 1628-1699.; Jones, D. (David), fl. 1676-1720.",Printed and are to be sold by A Baldwin,London,Great Britain --  Foreign relations --  Netherlands. -- Netherlands --  Foreign relations --  Great Britain.,1699
A63791,T3179,R203819,"Friendly advice to the gentlemen-planters of the East and West Indies In three parts. I. A brief treatise of the most principal fruits and herbs that grow in the East & West Indies; giving an account of their respective vertues both for food and physick, and what planet and sign they are under. Together with some directions for the preservation of health and life in those hot climates. II. The complaints of the negro-slaves against the hard usages and barbarous cruelties inflicted upon them. III. A discourse in way of dialogue, between an Ethiopean or negro-slave, and a Christian that was his master in America. By Philotheos Physiologus.","Tryon, Thomas, 1634-1703.; Tryon, Thomas, 1634-1703.",Printed by Andrew Sowle,London,Slavery --  Jamaica --  Condition of slaves --  Early works to 1800. -- Slavery --  Barbados --  Conditions of slaves --  Early works to 1800. -- Jamaica --  Description and travel --  Early works to 1800. -- Barbados --  Description and travel --  Early works to 1800.,1684
A62740,T147,R219690,"A sober whisper, concerning the evil of things present, and the good of things to come. By Tho. Narjenn","Tanner, Thomas, 1630-1682, attributed name.",s n,London,"Bible --  Poetry --  Early works to 1800. -- Bible --  Criticism, interpretation, etc. --  Early works to 1800.",1665
A68089,11709,S105721,"Circes of Iohn Baptista Gello, Florentine. Translated out of Italion into Englishe by Henry Iden","Gelli, Giovanni Battista, 1498-1563.; Gelli, Giovanni Battista, 1498-1563.; Iden, Henry.",In Poules Churchyarde at the signe of the holy ghost by Iohn Cawood printer to the Quenes Maiestie,Imprinted at London,No Keywords,1558
A65832,W1886,R30196,"An abstract by way of index of some very unsound and some other very antichristian passages collected out of G. Whitehead's and W. Penns books, plainly contradicting their late creeds one signed by W. Penn at Dublin in Ireland on which the B. of Cork hath made some seasonable remarks, another signed by G.W., called A few positions of the sincere belief and Christian",Anonymous,Printed for the author and are to be sold by B Aylmer and C Brome,London,"Penn, William, 1644-1718. -- Whitehead, George, 1636?-1723. -- Society of Friends --  Controversial literature.",1699
A62640,T1268A,R218939,Six sermons I. Stedfastness in religion. II. Family-religion. III. IV. V. Education of children. VI. The advantages of an early piety : preached in the church of St. Lawrence Jury in London / by ... John Lord Archbishop of Canterbury.,"Tillotson, John, 1630-1694.; Tillotson, John, 1630-1694.",Printed for B Aylmer and W Rogers,London,"Church of England --  Sermons. -- Sermons, English --  17th century.",1694
A61397,S5393,R34601,"A scheme and abstract of the Christian religion comprized in fifty two heads, with the texts of scripture, on which they are grounded : and some short indications, how they were more largely handled / by a lover of truth and peace.","Steele, Richard, 1629-1692.; Steele, Richard, 1629-1692.",Printed by J P for Samuel Sprint,London,"Christianity --  Essence, genius, nature. -- Christianity --  Philosophy.",1684
A61120,S4960,R16985,"Kaina kai palaia Things new and old, or, A store-house of similies, sentences, allegories, apophthegms, adagies, apologues, divine, morall, politicall, &c. : with their severall applications / collected and observed from the writings and sayings of the learned in all ages to this present by John Spencer ...","Spencer, John, d. 1680.; Fuller, Thomas, (1608-1661)",Printed by W Wilson and J Streater for John Spencer,London,"Quotations, English.",1658
A60346,S3964,R222772,"A funeral sermon. Delivered upon occasion of the death of that worthy gentleman John Marsh, Esq; who lived at Garston-Hall in Watford Parish in the county of Hartford; and died in the Lord, and was buried Septemb. 16, 1681. By Samuel Slater, late minister of the Gospel at Edmunds-Bury in Suffolk.","Slater, Samuel, d. 1704.; Slater, Samuel, d. 1704.",printed for Tho Parkhurst at the Bible and Three Crowns in Cheapside near Mercers Chappel,London,"Marsh, John, d. 1681. -- Funeral sermons --  17th century. -- Sermons, English --  17th century.",1682
