id,stc,estc,title,author,publisher,pubplace,keywords,date
A58383,R729,R14393,"Reflections upon the late horrid conspiracy contrived by some of the French court to murther His Majesty in Flanders and for which Monsieur Grandvall, one of the assassinates, was executed.",Anonymous,Printed for Richard Baldwin,London,"Grandvall, --  Monsieur. -- William --  III, --  King of England, 1650-1702. -- Great Britain --  History --  William and Mary, 1689-1702 --  Sources.",1692
A57607,R1892A,R36794,"The Roman papal empire proved to be the image of the Roman pagan empire from Revelation Chap. xiii, vers. xiv.",Anonymous,Printed and sold by B Harris,London,"Catholic Church --  Controversial literature. -- Bible. --  N.T. --  Revelation XIII, 14 --  Criticism, interpretation, etc.",1700
A59403,S282C,R222354,"Safety in a tempest: or, the way to comfort in suffering times In two parts: I. A brief history of the sufferings of our Lord and Saviour Jesus Christ, from His incarnation to His crucifixion. II. A collection of the sayings of several eminent divines, directing Christians how to behave themselves in, and supporting them under suffering providences.",Anonymous,printed for Edward Golding and are to be sold by most booksellers,London,Jesus Christ --  Biography --  Early works to 1800. -- Saints --  Early works to 1800. -- Suffering --  Early works to 1800.,1684
A59352,S2724,R37375,"The triumphs of London performed on Saturday, Octob. 29, 1692, for the entertainment of the Right Honourable Sir John Fleet, Kt., lord mayor the city of London : containing a true description of the several pageants, with the speeches spoken on each pageant, all set forth at the proper costs and charges of the vvorshipful Company of Grocers : together with an exact relation of the most splendid entertainments, prepared for the reception of Their Sacred Majesties / by E.S.","Settle, Elkanah, 1648-1724.; Settle, Elkanah, 1648-1724.",Printed by James Orme and are to be sold by Randal Taylor,London,"Fleet, John, --  Sir, d. 1712. -- London (England) --  History --  17th century.",1692
A58283,R598,R5775,The rebels association in Hungary for reformation of religion and advancement of the Empire,Anonymous,s n,London,Broadsides --  England --  London --  17th century,1682
A56561,P665,R915,"A discourse of penal laws in matter of religion endeavouring to prove that there is no necessity of inflicting or continuing them : first delivered in a sermon ... occasioned by His Majesties late gracious declaration for liberty of conscience, and now humbly offer'd to the consideration of the publick / by James Paston ...","Paston, James, d. 1722?; Paston, James, d. 1722?",Printed for the author,London,"Dissenters, Religious --  Legal status, laws, etc. --  Sermons. -- Sermons, English --  17th century.",1688
A50975,M2205,R12584,"Mirabilis annus secundus, or, The second year of prodigies being a true and impartial collection of many strange signes and apparitions, which have this last year been seen in the heavens, and in the earth, and in the waters : together with many remarkable accidents and judgements befalling divers persons, according to the most exact information that could be procured from the best hands, and now published as a warning to all men speedily to repent, and to prepare to meet the Lord, who gives us these signs of His coming.",Anonymous,s n,London,Omens.,1662
A58034,R2440,R222745,"A looking-glass for the wise and foolish, the godly & ungodly Wherein they may see, how much it concerns them to be wise unto salvation, before it be too late. By John Ryther, minister of the gospel in Wapping, near London.","Ryther, John, 1634?-1681.; Ryther, John, 1634?-1681.",printed by J D for Henry White at the three Bibles in the Minories,London,Sin --  Early works to 1800. -- Repentance --  Early works to 1800.,1677
A56087,P3830,R35130,"The Protestant-dissenters case, or, The Statute of the 23 of Eliz. Ca. I, inflicting the penalty of 20 £ per month for not coming to church, explained",Anonymous,Printed for Tho Knowles,London,"Dissenters, Religious --  Legal status, laws, etc. --  England.",1682
A57812,R2171A,R218480,"The cry of the oppressed for justice: or, The case of Thomas Rudd Who was imprisioned and whipped through several streets of the town of Leverpool, in the County of Lancaster, by the order of the then mayor of the said town, for going through the streets thereof, and exhorting the people to fear God. With a letter written by the said Thomas Rudd, to Thomas Sweeting, mayor of Leverpool.","Rudd, Thomas, d. 1719.; Rudd, Thomas, d. 1719.",printed and sold by T Sowle in White Hart Court in Gracious street and at the Bible in Leaden Hall street,London,Persecution --  Early works to 1800. -- Quakers --  Early works to 1800.,1700
