id,stc,estc,title,author,publisher,pubplace,keywords,date
A32596,C3523,R2166,"A proclamation of grace, for the inlargement of prisoners called Quakers","England and Wales. Sovereign (1660-1685 : Charles II); England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",Printed by the assigns of John Bill and Christopher Barker,London,"Society of Friends --  Great Britain. -- Dissenters, Religious --  Great Britain. -- Proclamations",1661
A33547,C4810,R24209,"An enquiry into the nature, necessity, and evidence of Christian faith. Part I. Of faith in general, and of the belief of a deity by J.C.","Cockburn, John, 1652-1729.; Cockburn, John, 1652-1729.",Printed for William Keblewhite,London,Faith. -- Providence and government of God.,1696
A32070,C2678,R36115,"By the King, a proclamation of His Majesties grace, favour, and pardon to the inhabitants of his counties of Stafford and Derby","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",By Leonard Lichfield,Printed at Oxford,"Great Britain --  History --  Civil War, 1642-1649. -- Great Britain --  Politics and government --  1642-1649.",1642
A35853,D1288,R13739,"Tvvo looks over Lincolne, or, A view of his Holy table, name and thing, discovering his erronious and popish tenets and positions and under pretence of defending the cause of religion, shamefully betraying the truth and sincerity thereof : a petition exhbited in all humility to the judgement of the most worthy defenders of the truth the honorable House of Commons in Parliament against the said booke and especially 51 tenets therein / by R. Dey ...","Dey, Richard.; Dey, Richard.",s n,London,"Heylyn, Peter, 1600-1662. --  Antidatum Lincolniense. -- Heylyn, Peter, 1600-1662. --  Coale from the altar. -- Cole, Henry, 1500?-1580. -- Williams, John, 1582-1650. -- Church of England --  Customs and practices. -- Lord's Supper --  Early works to 1800.",1641
A32621,C3554,R39203,"By the King, a proclamation recalling former proclamations prohibiting trade into the Canary Islands","England and Wales. Sovereign (1660-1685 : Charles II); England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",Printed by the assigns of John Bill and Christopher Barker,In the Savoy i e London,"Restraint of trade --  England. -- Great Britain --  History --  Charles II, 1660-1685. -- Great Britain --  Commerce --  Canary Islands.",1667
A33316,C4523,R13609,"The history of the glorious life, reign, and death of the illustrious Queen Elizabeth containing an account by what means the Reformation was promoted and established, and what obstructions it met with, the assistance she gave to all Protestants abroad, the several attempts of the papists upon her life, the excommunications of Rome, Bishop Jewel's challenge to the papists, the several victories she gained, and more particularly that in 1588 ... / by S. Clark ; illustrated with pictures of some considerable matters, curiously ingraven in copper plates.","Clarke, Samuel, 1599-1682.; Clarke, Samuel, 1599-1682.",Printed for Henry Rodes,London,"Elizabeth --  I, --  Queen of England, 1533-1603.",1682
A35017,C6961,R10498,"The Scotch Presbyterian eloquence, or, The foolishness of their teaching discovered from their books, sermons and prayers and some remarks on Mr. Rule's late Vindication of the kirk","Curate, Jacob.; Curate, Jacob.; Calder, Robert, 1658-1723.",Printed for Randal Taylor,London,"Rule, Gilbert, 1629?-1701. --  Vindication of the Church of Scotland. -- Church of Scotland --  Controversial literature. -- Presbyterianism --  Early works to 1800.",1692
A34520,C6230,R40874,"The Manner of discovering the King at Southwell on Tuesday the 5. of April, 1646, who is now in the Parliaments quarters before Newarke Banbury taken in, with the ordnance, armes, and ammunition : and the treaty with Sir Charles Compton from Oxford : also the copie of Sir Thomas Fairfax's proclamation commanded to be read in all churches neere Oxford : and a copie of a summons sent to Ludlow, and the governours answer : and a copie of Colonel Birch his letter.","Birch, John, 1615-1691.; Fairfax, Thomas Fairfax, Baron, 1612-1671.",Printed by Bernard Alsop and J Coe,London,"Charles --  I, --  King of England, 1600-1649. -- Great Britain --  History --  Civil War, 1642-1649.",1646
A34420,C6019,R20620,"Monarchy, no creature of Gods making, &c. wherein is proved by Scripture and reason, that monarchicall government is against the minde of God, and that the execution of the late king was one of the fattest sacrifices that ever Queen Iustice had ... / by Iohn Cooke ...","Cook, John, d. 1660.; Cook, John, d. 1660.",By Peter de Pienne,Printed at Waterford in Ireland,"Monarchy --  Controversial literature. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660.",1651
A36391,D1971,R16566,The Lady Eleanor her appeale to the high covrt of Parljament,"Douglas, Eleanor, Lady, d. 1652.; Douglas, Eleanor, Lady, d. 1652.",s n,London,"Great Britain --  History --  Charles I, 1625-1649 --  Sources.",1641
A38322,E2832,R40505,"An order of the Lords spiritual and temporal, and Commons, assembled at Westminster in this convention, for a publick thanksgiving",England and Wales. Parliament.; England and Wales. Parliament.,Printed for James Partridge and Matthew Gyllyflower,London,"William --  III, --  King of England, 1650-1702. -- Great Britain --  History --  Revolution of 1688.",1688
A31805,C2119,R33352,"His Maiesties answer to the last message and resolution of both Houses of Parliament concerning the militia and the Prince, 2 March 1641","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",Printed for J Wright,London,"Great Britain --  History --  Civil War, 1642-1649.",1642
A37340,D57,R8596,"A brief history of the life of Mary, Queen of Scots, and the occasions that brought her and Thomas, Duke of Norfolk, to their tragical ends shewing the hopes the Papists then had of a Popish successor in England, and their plots to accomplish them : with a full account of the tryals of that Queen, and of the said Duke, as also the trial of Philip Howard, Earl of Arundel : from the papers of a secretary of Sir Francis Walsingham / now published by a person of quality.","M. D.; Walsingham, Francis, Sir, 1530?-1590.",Printed for Tho Cockerill,London,"Mary, --  Queen of Scots, 1542-1587. -- Norfolk, Thomas Howard, --  Duke of, 1538-1572. -- Arundel, Philip Howard, --  Earl of, Saint, 1557-1595.",1681
A36291,D1857,R14930,"A miscellania of morall, theologicall and philosophicall sentances [sic] worthy observation.","Done, John.; Done, John.; Donne, John, 1604-1662.",Printed for Iohn Sweeting at the Angel in Popes head alley,London,"Maxims, English.",1650
A38573,E3215,R15011,"Witt against wisdom, or, A panegyrick upon folly penn'd in Latin by Desiderius Erasmus ; render'd into English.","Erasmus, Desiderius, d. 1536.; Erasmus, Desiderius, d. 1536.; Kennett, White, 1660-1728.",Printed by L Lichfield for Anthony Stephens,Oxford,Folly --  Religious aspects.,1683
A37240,D407,R1608,"The question concerning impositions, tonnage, poundage, prizage, customs, &c. fully stated and argued, from reason, law, and policy dedicated to King James in the latter end of his reign / by Sir John Davies ...","Davies, John, Sir, 1569-1626.; Davies, John, Sir, 1569-1626.",Printed by S G for H Twyford and Rich Marriot,London,"Prerogative, Royal --  England. -- Taxation --  England. -- Internal revenue --  England.",1656
A36777,D2466A,R216365,An humble remonstrance presented to the right worshipfull Company of Merchant-Tailors Maii 15. 1661. By William Du-gard.,"Dugard, William, 1606-1662.; Dugard, William, 1606-1662.",s n,London,"Merchant Taylors' Company (London, England) --  History --  Early works to 1800.",1661
A33998,C5372,R23930,"The doctrine decimal arithmetick, simple interest, &c. as also of compound interest and annuities generally performed for any time of payment or rate of interest by help of a particular table of forbearance of 1l principal, with enlarged rules, formerly abridged for portability in a letter case / by John Collins ; and since his death, both made publick by J.D.","Collins, John, 1625-1683.; Collins, John, 1625-1683.",Printed by R Holt for Nath Ponder,London,Interest --  Great Britain. -- Decimal system.,1685
A31141,C1046,R6187,"The Case of the Company of Cutlers in Hallamshire, and elsewhere within the county of York, and others of the cutlers and smiths in Warwickshire and Darbyshire humbly offered to the consideration of the honourable knights, citizens and burgesses in Parliament assembled.",Anonymous,s n,London,"Company of Cutlers (Sheffield, Yorkshire) -- Cutlers. -- Hearth-money --  England. -- Broadsides --  England --  17th century.",1680
A31610,C1863,R35973,"Englands iubile, or, A poem of the happy return of His Sacred Majesty Charles the II","Chamberlayne, William, 1619-1689.; Chamberlayne, William, 1619-1689.",Printed for Robert Clavell,London,"Charles --  II, --  King of England, 1630-1685 --  Poetry.",1660
A30327,B5766,R3956,"Charitable reproof a sermon preached at the Church of St. Mary-le-Bow to the Societies for Reformation of Manners, the 25th of March, 1700 / by the Right Reverend Father in God, Gilbert Lord Bishop of Sarum.","Burnet, Gilbert, 1643-1715.; Burnet, Gilbert, 1643-1715.; Societies for the Reformation of Manners.",Printed for Ri Chiswell,London,"Bible. --  O.T. --  Proverbs V, 6 --  Sermons.",1700
A33898,C5242,R18797,"An answer to the Animadversions on two pamphlets lately published by Mr. Collier, &c.","Collier, Jeremy, 1650-1726.; Collier, Jeremy, 1650-1726.",s n,S l,"Parkyns, William, --  Sir, 1649?-1696. -- Hody, Humphrey, 1659-1707. --  Animadversions on two pamphlets lately published by Mr. Collier.",1696
A39900,F1470,R37840,"A vindication of William Penn, proprietary of Pennsilvania from the aspersions spread abroad on purpose to defame him.","Ford, Philip.; Ford, Philip.",Printed for Benjamin Clark,London,"Penn, William, 1644-1718. -- Society of Friends --  Apologetic works.",1683
A30576,B6073,R36309,Four usefull discourses viz. ... / by Jer. Burroughs ...,"Burroughs, Jeremiah, 1599-1646.; Burroughs, Jeremiah, 1599-1646.",Printed for Thomas Parkhurst,London,"Christian life --  Congregational authors. -- Sermons, English --  17th century.",1675
A32849,C3883,R9935,Additional discourses of Mr. Chillingworth never before printed,"Chillingworth, William, 1602-1644.; Chillingworth, William, 1602-1644.",Printed for Richard Chiswell,London,Catholic Church --  England --  Controversial literature. -- Catholic Church --  Controversial literature.,1687
A31710,C1994,R18198,The character of a town misse,Anonymous,Printed for W L,London,No Keywords,1675
A31122,C1015,R220036,"The case of the assignees of the goldsmiths, for their interest granted to be paid out of the hereditary revenue of excise",Anonymous,s n,London,England and Wales. --  Sovereign (1660-1685 : Charles II) -- Metal-workers --  Great Britain --  Early works to 1800. -- Great Britain --  Economic conditions --  17th century.,1689
A30515,B599,R34204,A Ballad,Anonymous,s n,S l,No Keywords,1673
A31773,C2077,R210950,"An act which His Maiesty hath promised his royall word to passe for justifying the proceedings of Parliament in the late war, and for declaring all oathes, declarations, proclamations, and other proceedings against it to be void.","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",Printed by Robert Ibbitson,London,"Great Britain --  History --  Civil War, 1642-1649 --  Sources. -- Great Britain --  Politics and government --  1642-1649.",1648
A35658,D101,R6223,The poor-mans comfort a tragi-comedy : as it was divers times acted at the Cock-pit in Drury Lane with great applause / written by Robert Dauborne ...,"Daborne, Robert, d. 1628.; Daborne, Robert, d. 1628.",Printed for Rob Pollard and John Sweeting,London,No Keywords,1655
A31295,C138,R4107,"Min Heer T. van C's answer to Min Heer H. van L's letter of the 15th of March, 1689 representing the true interests of Holland, and what they have already gained by our losses.",T. van C.; T. van C.; H. van L.,s n,London,No Keywords,1690
A37472,D880,R27290,Lord Del---r's speech,"Warrington, Henry Booth, Earl of, 1652-1694.; Warrington, Henry Booth, Earl of, 1652-1694.",s n,London,Great Britain --  History --  Revolution of 1688.,1688
A36614,D2261,R22072,"A defence of the papers written by the late king of blessed memory, and Duchess of York, against the answer made to them","Dryden, John, 1631-1700.; Dryden, John, 1631-1700.",Printed by H Hills,London,"Charles --  II, --  King of England, 1630-1685. --  Copies of two papers. -- Stillingfleet, Edward, 1635-1699. --  Answer to some papers lately printed. -- Catholic Church --  Controversial literature.",1686
A39127,E4,R171889,"A new dictionary of the canting crew in its several tribes of gypsies, beggers [sic], thieves, cheats &c., with an addition of some proverbs, phrases, figurative speeches &c. : useful for all sorts of people (especially foreigners) to secure their money and preserve their lives ; besides very diverting and entertaining being wholly new / by B.E.",B. E.; B. E.,Printed for W Hawes P Gilbourne and W Davis,London,Cant --  Dictionaries. -- English language --  Dialects. -- English language --  Slang.,1699
A36714,D24,R5297,"The tomb of Semiramis hermetically sealed which if a wise-man open (not the ambitious, covetous Cyrus) he shall find the treasures of kings, inexhaustible riches to his content / [by] H.V.D.",H. V. D.; H. V. D.,Printed for William Cooper,London,"Alchemy. -- Medicine, Magic, mystic, and spagiric.",1684
A37223,D386,R26076,"A sermon on Psal. CXIX, v. 57 shewing wherein the good man's portion and dependence consists / by James Davies.","Davies, James, fl. 1657-1709.; Davies, James, fl. 1657-1709.",Printed for Henry Brome,London,"Church of England --  Sermons. -- Bible. --  O.T. --  Psalms CXIX, 57 --  Sermons. -- Sermons, English --  17th century.",1679
A33459,C4707,R21053,A treatise of humane reason,"Clifford, M. (Martin), d. 1677.; Clifford, M. (Martin), d. 1677.",Printed for Hen Brome,London,Reason. -- Rationalism. -- Conduct of life.,1674
A31966,C2422,R26592,"Majesty in misery, or, An imploration to the King of kings written by His late Majesty King Charles the First in his durance at Carisbrook Castle, 1648.","Charles I, King of England, 1600-1649.; Wither, George, 1588-1667.",s n,London,"Charles --  I, --  King of England, 1600-1649 --  Poetry.",1681
A39027,E3832,R20452,"An Excellent new song on Lewis le Grand, or, The French king and the Devil tune of, The orange.",Anonymous,Printed by T M,London,"Louis --  XIV, --  King of France, 1638-1715 --  Poetry. -- Songs, English --  Texts. -- Broadsides --  England --  17th century.",1689
A34543,C6263,R23042,"A second discourse of the religion of England further asserting, that reformed Christianity, setled [sic] in its due latitude, is the stability and advancement of this kingdom : wherein is included, an answer to a late book, entitled, A discourse of toleration.","Corbet, John, 1620-1680.; Corbet, John, 1620-1680.",s n,London,"Perrinchief, Richard, 1623?-1673. --  Discourse of toleration. -- Church of England --  Customs and practices. -- Dissenters, Religious --  Great Britain. -- Church and state --  Great Britain. -- Reformation --  England.",1668
A35592,C861,R29176,The Case concerning Monmouth election,Anonymous,s n,S l,England and Wales. --  Parliament --  Contested elections. -- Elections --  England.,1680
A35625,C946,R221498,"The case of many thousands of His Majesty's subjects who for valuable considerations are entituled, under the letters patents of King Charles the second, to annual sums out of the hereditary revenue of excise.",Anonymous,s n,London,England and Wales. --  Sovereign (1660-1685 : Charles II) --  Early works to 1800. -- Excise tax --  England --  Early works to 1800.,1699-1700?
