id,stc,estc,title,author,publisher,pubplace,keywords,date
A50875,M2083,R221884,"A few words to the King and both Houses of Parliament vvorthy their consideration in a weighty concern; to wit, the effect of the execution of the late act, made against meetings and conventicles, so called; through which very many of the innocent people of God have, and do deeply suffer.","Milner, Richard, fl. 1675.; Milner, Richard, fl. 1675.",s n,London,"Conventicle Act 1664 --  Early works to 1800. -- Quakers --  Early works to 1800. -- Dissenters, Religious --  Law and legislation --  Early works to 1800.",1675
A57156,R1281,R618,"A sermon preached before the peers in the Abby Church at Westminster, November 7, 1666 being a day of solemn humiliation for the continuing pestilence / by Edward Lord Bishop of Norwich.","Reynolds, Edward, 1599-1676.; Reynolds, Edward, 1599-1676.",Printed by Tho Ratcliffe for John Durham,London,"Bible. --  N.T. --  Philippians IV, 5 --  Sermons. -- Plague --  Sermons. -- Plague --  History --  17th century. -- Fast-day sermons. -- Epidemics --  Sermons.",1666
A58134,R356,R4882,"An explication of the Creed, the Ten Commandments, and the Lord's Prayer with the addition of some forms of prayer / by John Rawlet ...","Rawlet, John, 1642-1686.; Rawlet, John, 1642-1686.",Printed for John Sims,London,Ten commandments --  Early works to 1800. -- Lord's prayer --  Early works to 1800. -- Apostles' Creed --  Early works to 1800. -- Prayers --  Early works to 1800.,1672
A56187,P403,R13068,"Jus populi, or, A discourse wherein clear satisfaction is given as well concerning the right of subiects as the right of princes shewing how both are consistent and where they border one upon the other : as also, what there is divine and what there is humane in both and whether is of more value and extent.","Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.",Printed for Robert Bostock,London,"Prerogative, Royal --  Early works to 1800. -- Liberty --  Early works to 1800.",1644
A59503,S2930,R15870,"Macbeth a tragædy : with all the alterations, amendments, additions, and new songs : as it's now acted at the Dukes Theatre.","D'Avenant, William, Sir, 1606-1668.; D'Avenant, William, Sir, 1606-1668.; Shakespeare, William, 1564-1616. Macbeth.",Printed for P Chetwin,London,No Keywords,1674
A59252,S260,R32333,"A sad relation of a dreadful fire at Cottenham four miles distant from Cambridge it begun upon Saturday the 29th of April, 1676, and in the space of five hours consumed above a hundred dwelling houses, besides barns, stables, out-houses, stacks of corn, hay, faggots, turffs, &c., to the value of many thousands of pounds : with an account of a gentleman's servant that was burn'd in a miserable, manner, by venturing to save some house-hold-stuff, &c. / written by an eye-witness ...",Eye witness.; Eye witness.,Printed for Thomas Pierce,London,"Cottenham (Cambridgeshire) --  Fire, 1676.",1676
A58765,J368C_CANCELLED,R21393,"A proclamation requiring all heretors and free-holders, and militia of the Kingdom of Scotland to be in a readiness to come out in their best arms and provided (upon advertisement) for His Majesties service",England and Wales. Sovereign (1685-1688 : James II); England and Wales. Sovereign (1685-1688 : James II),No publisher,No pubplace,"James --  II, --  King of England, 1633-1701. -- Scotland --  Militia --  Government policy --  Sources. -- Broadsides",1685
A53939,P1066C,R217238,"Heart-sick, wounded England and Ireland healed and saved now, not too good news to be true, by the appearance of an old man, a state-physitian, discovering all (or at least, very many) of its epidemical diseases, by prescribing and applying, not hurtful, poysonous, dear, forreign, French, fraudulent drugs, but wholesome, sound, cheap, faithful, domestick, English simples.","Peisley, Jeremiah.; Peisley, Jeremiah.",printed for the author,London,Social problems --  England --  Early works to 1800. -- Great Britain --  Social conditions --  Early works to 1800. -- Ireland --  Social conditions --  Early works to 1800.,1687
A50808,M2003,R41502,"[The midwi]ves ghost ... to the tune of When Troy town, &c.",Anonymous,Printed for T Vere,London,"Ballads, English --  17th century. -- Broadsides --  London (England) --  17th century.",1680
A52266,N1063,R20761,"An introduction to the art of logick composed for the use of English schools, and all such who having no opportunity of being instructed in the Latine tongue ... / by John Newton ...","Newton, John, 1622-1678.; Newton, John, 1622-1678.",Printed by E T and R H for Thomas Passenger and Ben Hurlock,London,Logic --  Early works to 1800.,1671
A59198,S254,R11083,"Sad nevves from Black-vvall being a true relation of the bloody designe of Simon Man : who being denyed a but of wine by a Bristow marchant whose name was Master Henry Vichols most cruelly carryed match, powder, and candle, into one of the lower most roomes and burned the good ship called the Bonaventure upon Friday night being the 19 of November, 1641 : in which ship were burn't fifty eight men : also the description in vvhat manner the marchant and the master of the ship were slaine and how the murtherer escaped away : with a true account of all that were lost : and how many excaped the horrible fire by swimming.",Anonymous,Printed for E W,London,"Man, Simon. -- Bonaventure (Ship) -- Crime --  England --  Early works to 1800. -- Criminals --  England --  Early works to 1800.",1641
A52437,N1272,R21881,"The theory and regulation of love a moral essay, in two parts : to which are added letters philosophical and moral between the author and Dr. Henry More / by John Norris ...","Norris, John, 1657-1711.; Norris, John, 1657-1711.; More, Henry, 1614-1687.",Printed at the Theatre for Hen Clements,Oxford,Love --  Early works to 1800. -- Conduct of life --  Early works to 1800.,1688
A54581,P1884,R218916,"The obligation resulting from the Oath of Supremacy to assist and defend the pre-eminence or prerogative of the dispensative power belonging to the King, his heirs and successors. In the asserting of that power various historical passages occurring in the usurpation after the year 1641. are occasionally mentioned; and an account is given at large of the progress of the power of dispensing as to acts of Parliament about religion since the reformation; and of divers judgments of Parliaments declaring their approbation of the exercise of such power, and particularly in what concerns the punishment of disability, or incapacity.","Pett, Peter, Sir, 1630-1699.; Pett, Peter, Sir, 1630-1699.",printed for Thomas Dring at the Harrow at Chancery Lane End in Fleetstreet William Crook at the Green Dragon without Temple Bar and William Rogers at the Sun over against St Dunstan s Church in Fleet street,London,Oaths --  England --  Early works to 1800. -- Church and state --  Church of England --  Early works to 1800. -- Divine right of kings --  Early works to 1800.,1687
A52995,N774AA,R42207,A New song to the tune of A beggar I will be &c.,Anonymous,s n,London,Church and state --  England --  17th century. -- Broadsides --  England --  London --  17th century.,1687
A54636,P1948,R15174,"Miscellanea parliamentaria containing presidents 1. of freedom from arrests, 2. of censures : 1. upon such as have wrote books to the dishonour of the Lords or Commons, or to alter the constitution of the government, 2. upon members for misdemeanours, 3. upon persons not members, for contempts and misdemeanours, 4. for misdemeanours in elections  ... : with an appendix containing several instances wherein the kings of England have consulted and advised with their parliaments 1. in marriages, 2. peace and war, 3. leagues ... / by William Petyt of the Inner-Temple, Esq.","Petyt, William, 1636-1707.; Petyt, William, 1636-1707.",Printed by N Thompson for T Basset and J Wickins,London,England and Wales. --  Parliament. -- Great Britain --  Politics and government.,1680
A51518,M2975,R31054,"The life and death of Doctor Faustus made into a farce by Mr. Mountford ; with the humours of Harlequin and Scaramouche, as they were several times acted ... at the Queens Theatre in Dorset Garden ...","Mountfort, William, 1664?-1692.; Mountfort, William, 1664?-1692.; Marlowe, Christopher, 1564-1593.",Printed and sold by E Whitlock,London,No Keywords,1697
A54104,P1255,R18857,"A brief account of the province of Pennsylvania, lately granted by the King, under the great seal of England to William Penn and his heirs and assigns","Penn, William, 1644-1718.; Penn, William, 1644-1718.",Printed for Benjamin Clark,London,"Pennsylvania --  History --  Colonial period, ca. 1600-1775.",1681
A55362,P282_INCORRECT,R215592,The commissioners proposals to His Royal Highness the Prince of Orange With his Highnes's answer.,"Halifax, George Savile, Marquis of, 1633-1695.; Halifax, George Savile, Marquis of, 1633-1695.; Nottingham, Daniel Finch, Earl of, 1647-1730.; Godolphin, Sidney Godolphin, Earl of, 1645-1712.; Halifax, George Savile, Marquis of, 1633-1695.; William III, King of England, 1650-1702. aut",Printed for R Bently in Russel Street in Covent Garden,London,"James --  II, --  King of England, 1633-1701 --  Early works to 1800. -- William --  III, --  King of England, 1650-1702 --  Early works to 1800. -- Great Britain --  History --  Revolution of 1688 --  Early works to 1800.",1688
