id,stc,estc,title,author,publisher,pubplace,keywords,date
A70787,T1129,R218235,"A petition presented unto His Maiestie at his court at Bristoll on the 7 day of August. 1643. By Sir Baynham Throkmorton baronet, high Sheriffe of the County of Gloucester, on the behalfe of the clothiers of the same county. VVith His Majesties answer thereunto","Throckmorton, Baynham, Sir, d. 1664.; Throckmorton, Baynham, Sir, d. 1664.",by H Hall,Oxford,Clothing trade --  England --  Gloucester --  Early works to 1800. -- Clothing workers --  England --  Gloucester --  Early works to 1800.,1643
A79946,C4658A,R230952,A character of a diurnal-maker by J.C.,"Cleveland, John, 1613-1658.; Cleveland, John, 1613-1658.",s n,London,Characters and characteristics --  Early works to 1800.,1657
A78897,C2460A,R205031,"His Maiesties message to both Houses of Parliament; brought from the Isle of Wight upon Mouday [sic] the fourteenth of August 1648. By the right honourable, the Earle of Middlesex, Sir John Hipsley, and Master Bunckley concerning the personall treaty.","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",s n,London,"England and Wales. --  Parliament --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1648
A70687,N1506A,R211864,Doctor Wallis's letter touching the doctrine of the blessed Trinity answer'd by his friend.,"Nye, Stephen, 1648?-1719.; Nye, Stephen, 1648?-1719.",s n,London,"Wallis, John, 1616-1703. --  Doctrine of the blessed Trinity. -- Trinity --  Early works to 1800.",1691
A77557,B4846,R22590,"Good newes from Ireland. Or, A true relation of a great victory obtained by the Protestants in the province of Munster in Ireland. Where 400. horse and 1600. foot under the command of the Lord Inchequeene, and the Earle of Corkes sonne, overthrew the army of the rebels consisting of 10000. horse and foot. Also the number of the rebels that were slaine in the battell, with the surprising of three pieces of their ordnance, one of which was called the Elizabeth of Limericke, with 7. barrels of powder and match. Likewise a confirmation of the Earle of Corkes sonne, slaine in this service. Sent in a letter from Lieutenant Colonell Broket, Governour of Kinsale, to his brother Mr. Samuell Broket grocer on Snow-hill London, Septemb. 29. 1642. With an order of both Houses of Parliament, for raising 1000. dragoneers in London. Hen. Elsinge, Cler. Parl. D. C.","Brocket, William.; Brocket, William.; England and Wales. Parliament.",Printed for I Thomas,London,"Boyle of Kinalmeaky, Lewis Boyle, --  Viscount, 1619-1642. -- Munster (Ireland) --  History --  Early works to 1800. -- Ireland --  History --  Rebellion of 1641 --  Early works to 1800.",1642
A77206,B4073,R230876,Remarks on a late discourse of William Lord Bishop of Derry; concerning the inventions of men in the worship of God. By J. Boyse,"Boyse, J. (Joseph), 1660-1728.; Boyse, J. (Joseph), 1660-1728.",Printed for Eliphal Dobson Matthew Gun and Patrick Campbel booksellers in Dublin,Dublin,"King, William, 1650-1729. --  Discourse concerning the inventions of men in the worship of God --  Early works to 1800. -- Public worship --  Early works to 1800.",1694
A78535,C1877,R42802,Papers relating to a bank of credit upon land security proposed to the Parliament of Scotland / by Dr. Hugh Chamberlen.,"Chamberlen, Hugh, fl. 1720.; Chamberlen, Hugh, fl. 1720.; Scotland. Parliament.",Printed by the heir of Andrew Anderson,Edinburgh,Land banks --  Scotland --  Early works to 1800.,1693
A77457,B4627,R231127,"A brief relation of the order and institute, of the English religious women at Liege",Anonymous,s n,Lie ge,Women --  Religious life --  Early works to 1800. -- Women and religion --  Early works to 1800.,1652
A75968,A76A,R173110,A short instruction for the better understanding and performing of mental prayer,"Abercromby, Christopher.; Abercromby, Christopher.",Printed by L Sevestre over against Graffin College,Paris,Meditation --  Christianity --  Early works to 1800.,1691
A70892,P510C,R17611,"The Parliaments determination concerning the levies of horse, armes, and monies, which is now rays'd for this present designe also a remarkable passage concerning the Earle of New-castle, with the substance of the letter sent from Sir John Hotham to Mr. Pym : whereunto is added, a true declaration for the silencing all false reports concerning Sir John Hothams letter sent to Mr. Pym for the sending of 300 men to Hull for to strengthen the said towne.","England and Wales. Parliament.; England and Wales. Parliament.; Hotham, John, Sir, d. 1645 Jan. 2.",Printed by T F for N O,London,"Newcastle, William Cavendish, --  Duke of, 1592-1676. -- England and Wales. --  Parliament --  Appropriations and expenditures. -- Great Britain --  History --  Civil War, 1642-1649 --  Finance.",1641
